name,department,dept_name,state,EOW,cause,location,year
Staff Sergeant Richard LaRue Bohling,"United States Air Force Security Forces, US",United States Air Force Security Forces,US,1982-06-11,Cause of Death: Aircraft accident,Location: Missouri,1982
Senior Airman Marion Lee Pace,"United States Air Force Security Forces, US",United States Air Force Security Forces,US,1982-06-11,Cause of Death: Aircraft accident,Location: Missouri,1982
Senior Airman David Ralph Jones,"United States Air Force Security Forces, US",United States Air Force Security Forces,US,1982-06-11,Cause of Death: Aircraft accident,Location: Missouri,1982
Sergeant Thomas P. Meredith,"United States Air Force Security Forces, US",United States Air Force Security Forces,US,1982-06-11,Cause of Death: Aircraft accident,Location: Missouri,1982
Chief Deputy Henry Bethea Morris,"Clarendon County Sheriff's Office, SC",Clarendon County Sheriff's Office,SC,1982-06-08,Cause of Death: Heart attack,NA,1982
Deputy Sheriff Frank Dean Genovese,"Palm Beach County Sheriff's Office, FL",Palm Beach County Sheriff's Office,FL,1982-06-03,Cause of Death: Gunfire,NA,1982
"Patrolman Joseph M. Weth, Jr.","Portsmouth Police Department, VA",Portsmouth Police Department,VA,1982-05-28,Cause of Death: Aircraft accident,NA,1982
Police Officer Donald Allen Oldfield,"Philadelphia Police Department, PA",Philadelphia Police Department,PA,1982-05-27,Cause of Death: Heart attack,NA,1982
Corporal Gary L. Byassee,"La Grande Police Department, OR",La Grande Police Department,OR,1982-05-23,Cause of Death: Training accident,Location: California,1982
Trooper Bernard Delano Skeeters,"Illinois State Police, IL",Illinois State Police,IL,1982-05-20,Cause of Death: Automobile crash,NA,1982
Corporal Robert D. Sadler,"South Carolina Department of Natural Resources, SC",South Carolina Department of Natural Resources,SC,1982-05-19,Cause of Death: Automobile crash,NA,1982
Trooper John D. Morris,"Georgia State Patrol, GA",Georgia State Patrol,GA,1982-05-18,Cause of Death: Automobile crash,NA,1982
Policeman Wilfredo Cotto-Aponte,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,1982-05-18,Cause of Death: Gunfire,NA,1982
Police Officer Bruce M. Russell,"Roseville Police Department, MN",Roseville Police Department,MN,1982-05-16,Cause of Death: Gunfire,NA,1982
Captain George W. Myers,"Kenova Police Department, WV",Kenova Police Department,WV,1982-05-15,Cause of Death: Gunfire,NA,1982
Police Officer Dennis Charles Doty,"Riverside Police Department, CA",Riverside Police Department,CA,1982-05-13,Cause of Death: Gunfire,NA,1982
Police Officer Philip N. Trust,"Riverside Police Department, CA",Riverside Police Department,CA,1982-05-13,Cause of Death: Gunfire,NA,1982
Deputy Sheriff Michael T. McManigal,"Dakota County Sheriff's Department, NE",Dakota County Sheriff's Department,NE,1982-05-07,Cause of Death: Automobile crash,NA,1982
Patrolman Charles L. Harrison,"Memphis Police Department, TN",Memphis Police Department,TN,1982-05-06,Cause of Death: Motorcycle crash,NA,1982
Town Marshal Lesley Dale Oaks,"Waynetown Police Department, IN",Waynetown Police Department,IN,1982-05-03,Cause of Death: Vehicle pursuit,NA,1982
Officer Vicente Lebron-Ramos,"United States General Services Administration - Federal Protective Service, US",United States General Services Administration - Federal Protective Service,US,1982-04-30,Cause of Death: Automobile crash,Location: Puerto Rico,1982
Detective Daryl W. Shirley,"Houston Police Department, TX",Houston Police Department,TX,1982-04-28,Cause of Death: Gunfire,NA,1982
Detective Lieutenant William L. McCarthy,"Montcalm County Sheriff's Department, MI",Montcalm County Sheriff's Department,MI,1982-04-27,Cause of Death: Gunfire,NA,1982
Deputy Sheriff Jimmy Charles Matthews,"East Baton Rouge Parish Sheriff's Office, LA",East Baton Rouge Parish Sheriff's Office,LA,1982-04-26,Cause of Death: Gunfire,NA,1982
Corporal Dale W. Wallis,"Arkansas Highway Police, AR",Arkansas Highway Police,AR,1982-04-20,Cause of Death: Struck by vehicle,NA,1982
Trooper Jean Claude Crescionne,"Louisiana State Police, LA",Louisiana State Police,LA,1982-04-20,Cause of Death: Automobile crash,NA,1982
"Sergeant Alvin T. Wolf, Jr.","Butler County Sheriff's Office, KS",Butler County Sheriff's Office,KS,1982-04-19,Cause of Death: Vehicle pursuit,NA,1982
Deputy Sheriff Randall Cook,"Knott County Sheriff's Office, KY",Knott County Sheriff's Office,KY,1982-04-16,Cause of Death: Automobile crash,NA,1982
Sheriff Marion Calkins,"Muskegon County Sheriff's Office, MI",Muskegon County Sheriff's Office,MI,1982-04-06,Cause of Death: Automobile crash,NA,1982
"Trooper Roland Edgar ""Skip"" Chevalier, Jr.","Alaska State Troopers, AK",Alaska State Troopers,AK,1982-04-03,Cause of Death: Gunfire,NA,1982
Patrolman Barry Kent McDaniel,"Conway Police Department, AR",Conway Police Department,AR,1982-04-02,Cause of Death: Vehicular assault,NA,1982
Sergeant Thomas Lloyd Callies,"Huron Police Department, SD",Huron Police Department,SD,1982-03-30,Cause of Death: Stabbed,NA,1982
Police Officer William Green,"Detroit Police Department, MI",Detroit Police Department,MI,1982-03-29,Cause of Death: Gunfire,NA,1982
Police Officer Winston J. Rawlins,"Houston Police Department, TX",Houston Police Department,TX,1982-03-29,Cause of Death: Fire,NA,1982
Police Officer William Edwin DeLeon,"Houston Police Department, TX",Houston Police Department,TX,1982-03-29,Cause of Death: Vehicular assault,NA,1982
Police Officer Kelley L. Smythe,"Tulsa Police Department, OK",Tulsa Police Department,OK,1982-03-26,Cause of Death: Aircraft accident,NA,1982
"Police Officer Chance Frederick Whiteman, III","Tulsa Police Department, OK",Tulsa Police Department,OK,1982-03-26,Cause of Death: Aircraft accident,NA,1982
Deputy Sheriff Michael Arthur Coleman,"San Joaquin County Sheriff's Office, CA",San Joaquin County Sheriff's Office,CA,1982-03-25,Cause of Death: Gunfire,NA,1982
Patrolman Richard Harold McEvoy,"Spencer Police Department, MA",Spencer Police Department,MA,1982-03-24,Cause of Death: Gunfire,NA,1982
Officer Marco T. Carias,"Norwalk Police Department, CT",Norwalk Police Department,CT,1982-03-20,Cause of Death: Automobile crash,NA,1982
Patrolman Carroll W. Millett,"Paris Police Department, ME",Paris Police Department,ME,1982-03-17,Cause of Death: Automobile crash,NA,1982
Sergeant James R. Hand,"Pocahontas Police Department, AR",Pocahontas Police Department,AR,1982-03-14,Cause of Death: Gunfire,NA,1982
Deputy Sheriff James W. Linder,"Pinal County Sheriff's Office, AZ",Pinal County Sheriff's Office,AZ,1982-03-07,Cause of Death: Heart attack,NA,1982
"Deputy Sheriff Edward A. ""Bud"" Morrow","Grant County Sheriff's Office, OR",Grant County Sheriff's Office,OR,1982-03-06,Cause of Death: Gunfire,NA,1982
Policeman Angel R. Camacho-Rodriguez,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,1982-03-06,Cause of Death: Gunfire,NA,1982
Police Officer Lyndon Fred King,"Grand Prairie Police Department, TX",Grand Prairie Police Department,TX,1982-03-01,Cause of Death: Vehicular assault,NA,1982
"Officer Wayne M. Stedman, Jr.","Bloomfield Police Department, NM",Bloomfield Police Department,NM,1982-02-27,Cause of Death: Automobile crash,NA,1982
Police Officer Frank X. Siemion,"Detroit Police Department, MI",Detroit Police Department,MI,1982-02-25,Cause of Death: Gunfire,NA,1982
Pilot Officer George R. Carey,"California Highway Patrol, CA",California Highway Patrol,CA,1982-02-24,Cause of Death: Aircraft accident,NA,1982
Officer Kenneth L. Archer,"California Highway Patrol, CA",California Highway Patrol,CA,1982-02-24,Cause of Death: Aircraft accident,NA,1982
Police Officer George J. Werdann,"New York City Police Department, NY",New York City Police Department,NY,1982-02-21,Cause of Death: Gunfire,NA,1982
Officer Jeffrey H. Ross,"Tucson Police Department, AZ",Tucson Police Department,AZ,1982-02-18,Cause of Death: Gunfire,NA,1982
Captain Justino Tudela Arriola,"Northern Mariana Islands Police Department, MP",Northern Mariana Islands Police Department,MP,1982-02-14,Cause of Death: Gunfire,NA,1982
Police Officer James G. Carragher,"New York City Housing Authority Police Department, NY",New York City Housing Authority Police Department,NY,1982-02-11,Cause of Death: Gunfire,NA,1982
Patrolman William P. Fahey,"Chicago Police Department, IL",Chicago Police Department,IL,1982-02-10,Cause of Death: Gunfire,NA,1982
Patrolman Richard James O'Brien,"Chicago Police Department, IL",Chicago Police Department,IL,1982-02-09,Cause of Death: Gunfire,NA,1982
Trooper Craig A. Scott,"Michigan State Police, MI",Michigan State Police,MI,1982-02-09,Cause of Death: Gunfire,NA,1982
Police Officer Raymond Hubbard,"Prince George's County Police Department, MD",Prince George's County Police Department,MD,1982-02-08,Cause of Death: Gunfire,NA,1982
Officer Frederick Albert McCall,"Jacksonville Sheriff's Office, FL",Jacksonville Sheriff's Office,FL,1982-02-07,Cause of Death: Heart attack,NA,1982
Trooper Herbert A. Wirfel,"Pennsylvania State Police, PA",Pennsylvania State Police,PA,1982-02-07,Cause of Death: Automobile crash,NA,1982
Corrections Officer Claude W. Cromie,"New York State Department of Correctional Services, NY",New York State Department of Correctional Services,NY,1982-02-06,Cause of Death: Heart attack,NA,1982
Police Officer James E. Doyle,"Chicago Police Department, IL",Chicago Police Department,IL,1982-02-05,Cause of Death: Gunfire,NA,1982
Officer James Douglas Bossen,"Indianapolis Airport Authority Police Department, IN",Indianapolis Airport Authority Police Department,IN,1982-02-05,Cause of Death: Aircraft accident,Location: Virginia,1982
Deputy Sheriff Charles Frank Jordan,"Cheatham County Sheriff's Office, TN",Cheatham County Sheriff's Office,TN,1982-02-04,Cause of Death: Gunfire,NA,1982
Trooper Gary L. Wade,"Maryland State Police, MD",Maryland State Police,MD,1982-01-30,Cause of Death: Struck by vehicle,NA,1982
"Patrol Officer William Rayvon Gilmore, Jr.","Clayton Police Department, NC",Clayton Police Department,NC,1982-01-30,Cause of Death: Gunfire,NA,1982
"Police Officer Sydney Carter Snow, Jr.","Milwaukee Police Department, WI",Milwaukee Police Department,WI,1982-01-30,Cause of Death: Gunfire,NA,1982
Patrolman Joseph Partee Marshall,"Windcrest Police Department, TX",Windcrest Police Department,TX,1982-01-26,Cause of Death: Motorcycle crash,NA,1982
"Police Officer Edgar A. Clay, Jr.","Chicago Police Department, IL",Chicago Police Department,IL,1982-01-25,Cause of Death: Assault,NA,1982
Sergeant Michael J. Babb,"Kane County Sheriff's Office, IL",Kane County Sheriff's Office,IL,1982-01-25,Cause of Death: Heart attack,NA,1982
Deputy Sheriff Paul Emerson Baker,"Yamhill County Sheriff's Office, OR",Yamhill County Sheriff's Office,OR,1982-01-22,Cause of Death: Automobile crash,NA,1982
Sheriff Harry L. Wolfe,"Union County Sheriff's Office, OH",Union County Sheriff's Office,OH,1982-01-21,Cause of Death: Gunfire,NA,1982
Deputy Sheriff Kenneth D. Ell,"Los Angeles County Sheriff's Department, CA",Los Angeles County Sheriff's Department,CA,1982-01-19,Cause of Death: Gunfire (Inadvertent),NA,1982
Patrolman Larry P. Childress,"Memphis Police Department, TN",Memphis Police Department,TN,1982-01-14,Cause of Death: Gunfire,NA,1982
Police Officer Raymond H. Davis,"Philadelphia Housing Authority Police Department, PA",Philadelphia Housing Authority Police Department,PA,1982-01-13,Cause of Death: Gunfire,NA,1982
Sergeant Ronald L. Heaps,"Salt Lake City Police Department, UT",Salt Lake City Police Department,UT,1982-01-13,Cause of Death: Gunfire,NA,1982
Chief Deputy Sheriff George Christopher Brakefield,"Collin County Sheriff's Office, TX",Collin County Sheriff's Office,TX,1982-01-11,Cause of Death: Automobile crash,NA,1982
"Deputy Sheriff Ernest E. Sanders, Jr.","Thomas County Sheriff's Office, GA",Thomas County Sheriff's Office,GA,1982-01-09,Cause of Death: Struck by vehicle,NA,1982
Lieutenant William Douglas Oyler,"Buena Vista Police Department, VA",Buena Vista Police Department,VA,1982-01-08,Cause of Death: Gunfire,NA,1982
Police Officer James W. Mills,"Huntington Police Department, WV",Huntington Police Department,WV,1982-01-08,Cause of Death: Gunfire,NA,1982
Patrolman Jerry C. Davis,"North Little Rock Police Department, AR",North Little Rock Police Department,AR,1982-01-07,Cause of Death: Gunfire,NA,1982
Detective Mary P. McCord,"Montgomery Police Department, AL",Montgomery Police Department,AL,1982-01-05,Cause of Death: Gunfire,NA,1982
Police Officer Danny Dean Laffey,"Wichita Police Department, KS",Wichita Police Department,KS,1982-01-05,Cause of Death: Struck by vehicle,NA,1982
Detective Robert L. Zore,"Metro-Dade Police Department, FL",Metro-Dade Police Department,FL,1983-12-25,Cause of Death: Gunfire,NA,1983
Patrolman Gilbert E. Ramirez,"San Antonio Police Department, TX",San Antonio Police Department,TX,1983-12-24,Cause of Death: Gunfire,NA,1983
Officer Thad Fumio Sugai,"Hawaii Department of Public Safety - State Security Division, HI",Hawaii Department of Public Safety - State Security Division,HI,1983-12-20,Cause of Death: Gunfire,NA,1983
City Marshal Donald W. Smiley,"Texhoma Police Department, OK",Texhoma Police Department,OK,1983-12-20,Cause of Death: Struck by vehicle,NA,1983
Patrolman Jon Roy Hardy,"Gillette Police Department, WY",Gillette Police Department,WY,1983-12-20,Cause of Death: Gunfire,NA,1983
Police Officer Drew Haynes Brown,"Cobb County Police Department, GA",Cobb County Police Department,GA,1983-12-17,Cause of Death: Vehicular assault,NA,1983
"Sergeant John Hugh ""Smokey"" McGill","Philadelphia Police Department, PA",Philadelphia Police Department,PA,1983-12-17,Cause of Death: Heart attack,NA,1983
Patrolman Phillip Allen Miller,"Kansas City Police Department, MO",Kansas City Police Department,MO,1983-12-13,Cause of Death: Gunfire,NA,1983
Trooper Steven Lester Bailey,"Indiana State Police, IN",Indiana State Police,IN,1983-12-10,Cause of Death: Gunfire (Inadvertent),NA,1983
Police Officer John Francis Duffy,"Philadelphia Police Department, PA",Philadelphia Police Department,PA,1983-12-10,Cause of Death: Automobile crash,NA,1983
Deputy Sheriff Bruce E. Mettler,"Ottawa County Sheriff's Office, OH",Ottawa County Sheriff's Office,OH,1983-12-09,Cause of Death: Aircraft accident,NA,1983
Sergeant Robert B. Rigoni,"Port Clinton Police Department, OH",Port Clinton Police Department,OH,1983-12-09,Cause of Death: Aircraft accident,NA,1983
Dispatcher Michael L. Sweeney,"Put-in-Bay Police Department, OH",Put-in-Bay Police Department,OH,1983-12-09,Cause of Death: Aircraft accident,NA,1983
"Sergeant Clifford Warner Scott, Jr.","Prince George County Police Department, VA",Prince George County Police Department,VA,1983-12-09,Cause of Death: Automobile crash,NA,1983
"Deputy Sheriff Clark M. Rosenbalm, Jr.","Tarrant County Sheriff's Office, TX",Tarrant County Sheriff's Office,TX,1983-12-04,Cause of Death: Gunfire,NA,1983
Major Richard J. Beavers,"Prince George's County Police Department, MD",Prince George's County Police Department,MD,1983-11-29,Cause of Death: Gunfire,NA,1983
Police Officer II Abraham Sablan Quitugua,"Northern Mariana Islands Police Department, MP",Northern Mariana Islands Police Department,MP,1983-11-28,Cause of Death: Gunfire,NA,1983
Police Officer Roger Lovell Scott,"Clayton Police Department, CA",Clayton Police Department,CA,1983-11-23,Cause of Death: Gunfire,NA,1983
Patrol Agent Thomas Kent Byrd,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US",United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol,US,1983-11-21,Cause of Death: Motorcycle crash,Location: Georgia,1983
Deputy Constable Brian W. Heikkila,"Solway Township Police Department, MN",Solway Township Police Department,MN,1983-11-19,Cause of Death: Vehicular assault,NA,1983
Detective Robert F. Camfield,"Fort Worth Police Department, TX",Fort Worth Police Department,TX,1983-11-19,Cause of Death: Gunfire,NA,1983
"Sergeant James Robert Milcarek, Sr.","Allegheny County Sheriff's Office, PA",Allegheny County Sheriff's Office,PA,1983-11-18,Cause of Death: Automobile crash,NA,1983
